Number,MIC,Company Name,Model Name,Problem 1,Last Date
20SD0019,SEA,SEA STATE MARINE,,BOAT CONTAINS OVERCURRENT,2021-12-22
20SD0021,GDY,GODFREY MARINE COMPANY,,CONDUCTORS PASSING THROUG,2022-01-26
20CG0021,SLP,SCOUT BOATS INC,175 SPORT DORADO,FLOTATION TEST FOR PERSON,2022-12-30
20SD0025,SER,SEA RAY BOATS,,,2023-01-24
20CG0026,ZEP,PELICAN INTERNATIONAL INC,PREDATOR 103,FLOTATION TEST FOR PERSON,2023-01-24
20CG0027,LCF,LEGEND CRAFT BOATS LLC,AMBUSH 1548,FLOTATION TEST FOR PERSON,2023-01-24
20CG0029,TTN,TITAN MARINE LLC,1656MR,FLOTATION TEST FOR PERSON,2023-01-24
20SD0026,MBC,MASTERCRAFT BOAT CO LLC,,[RESERVED],2022-12-14
20CG0033,EZL,SOUTHFORK CUSTOM BOAT MFG INC,1652VJ CONSOLE,MAXIMUM WEIGHT CAPACITY,2021-06-21
21SD0001,MB2,MALIBU BOATS INC,,OTHER,2021-07-16
21SD0004,111,,,,2022-06-15
21CG0007,KAN,SKANU LLC (DBA),SKANU SKIFF,FLOTATION TEST FOR PERSON,2021-12-14
21SD0005,111,,,,2022-07-25
21MF0200,SER,SEA RAY BOATS,SDX 250,BOAT CONTAINS OVERCURRENT,2021-12-27
21MF0213,111,VOLVO PENTA,,,2022-07-25
21SD0008,MBC,MASTERCRAFT BOAT CO LLC,,,2021-08-16
21MF0343,YAM,YAMAHA MOTOR CORP USA,KPT/KXT 1800,,2022-02-28
21CG0013,MLT,NOVAK ENTERPRISES,PANGA CORVINA 14,MAX PERSONS IN POUNDS,2023-01-24
21CG0014,EDM,RHINO MARINE INC,14 LIL BULL,FLOTATION TEST FOR PERSON,2023-01-24
21CG0023,STR,STARCRAFT,STEALTH 166 DC,MAXIMUM WEIGHT CAPACITY,2022-12-20
21MF0503,111,VOLVO PENTA,R0040 SCHRADER VALVE,,2021-10-26
21MF0504,111,VOLVO PENTA,R0040 SCHRADER VALVE,,2021-10-26
21MF0505,111,VOLVO PENTA,R0040 SCHRADER VALVE,,2021-10-26
21MF0506,111,VOLVO PENTA,R0040 SCHRADER VALVE,,2021-10-26
21MF0507,111,VOLVO PENTA,R0040 SCHRADER VALVE,,2022-07-25
21MF0508,YAM,YAMAHA MOTOR CORP USA,11 DIFFERENT MODELS,,2021-10-26
21MF0509,YAM,YAMAHA MOTOR CORP USA,11 DIFFERENT MODELS,,2021-10-26
21MF0544,111,MERCURY - MOTOGUIDE,,,2021-11-16
21MF0545,111,MERCURY - MOTOGUIDE,,,2021-11-16
21MF0546,111,MERCURY - MOTOGUIDE,,,2021-11-16
21MF0560,111,VOLVO PENTA,,,2021-11-22
21MF0561,111,VOLVO PENTA,,,2022-09-22
21MF0574,BUJ,WHITE RIVER MARINE GROUP LLC,,,2021-11-30
21CG0035,BUJ,WHITE RIVER MARINE GROUP LLC,TAHOE T18,FLOTATION TEST FOR PERSON,2023-01-24
22MF0029,JKA,KAWASAKI MOTORS CORP USA,,,2022-10-26
22MF0035,111,VOLVO PENTA,"D8, D11, D13, D16",,2022-07-25
22MF0089,CEC,BOMBARDIER RECREATIONAL PRODU,,,2022-03-23
21CG0026,TTB,FREEDOM ELECTRIC MARINE INC,TWIN TROLLER X10,MAX PERSONS IN POUNDS,2023-01-24
22MF0128,KIS,LEISURE PROPERTIES LLC,"330SY, 350SY, 335SS",,2022-04-26
22MF0129,KIS,LEISURE PROPERTIES LLC,"330SY, 350SY, 335SS",,2022-04-26
22MF0133,IVB,INVINCIBLE BOAT COMPANY,"40' CAT, 46' CAT/PH",,2022-05-26
22MF0267,ROB,ROBALO BOATS LLC,"R180-266,R EX222/242",,2022-08-25
22MF0268,YDV,BOMBARDIER RECREATIONAL PRODU,VARIOUS - SEE DOCS,,2022-06-30
22MF0269,YDV,BOMBARDIER RECREATIONAL PRODU,VARIOUS - SEE DOCS,,2022-06-30
22MF0295,,EBBTIDE,"21CC, 23CC/DC, 25CC",,2022-09-14
22MF0337,999,VOLVO PENTA,,OTHER,2022-08-22
22MF0375,PUR,PB HOLDCO LLC,"C238,S268,S288,S328",,2022-08-29
22MF0526,999,MERCURY MARINE,N/A OUTBOARD COMPONE,,2022-12-15
22CG0003,SSD,SKIMMER SKIFFS LLC,14' ROLLED DECK TILLER,FLOTATION TEST FOR PERSON,2023-01-24
22CG0012,EJE,BD XTREME HOLDINGS LLC,RIVER SKIFF 1645 SS,FLOTATION TEST FOR PERSON,2022-11-29
22MF0630,YAM,YAMAHA MOTOR CORP USA,,,2022-11-29
22CG0008,MTB,MI TIDE BOATS LLC,V1503 SC,FLOTATION TEST FOR PERSON,2022-12-14
22CG0014,AKB,ALK 2 POWERBOATS LLC,18 CRS,FLOTATION TEST FOR PERSON,2022-12-15
22MF0625,,,SUP,,2023-01-18
22CG0002,ZBI,CAMPION MARINE INC,A18 OB BR,HORSEPOWER,2023-01-20
22CG0007,REC,RECREATION UNLIMITED LLC,RAPTOR 180,FLOTATION TEST FOR PERSON,2022-11-21
22CG0009,WKG,WELD CRAFT MFG INC,1652 MUV SPORTSMAN X83,STABILITY TEST (PORT),2023-01-20
20CG0030,AWL,ALWELD COMMERCIAL BOATS INC,1548 INVADER,FLOTATION TEST FOR PERSON,2023-01-24
21CG0004,CJT,BLAZER BOAT MANUFACTURING,1752 SC JON,FLOTATION TEST FOR PERSON,2023-01-24
21CG0010,JND,RABCO BOATS,BUCCANEER 14,FLOTATION TEST FOR PERSON,2023-01-24
21CG0020,WAC,WACO MFG INC,EDGE 1856,FLOTATION TEST FOR PERSON,2023-01-24
21CG0024,CWB,CLEARWATER SPORT FISHING LLC,1900 CC,FLOTATION TEST FOR PERSON,2023-01-24
